"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"73","consensus_424",68,".","A","G",57510.3,".","AC=156;AF=0.506;AN=308;BaseQRankSum=1.445;ClippingRankSum=0.000;DP=5712;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6987;MLEAC=156;MLEAF=0.506;MQ=30.96;MQRankSum=-71.022;QD=11.01;ReadPosRankSum=0.604;SOR=0.602","GT:AD:DP:GQ:PL"
"74","consensus_425",45,".","G","T",66789.4,".","AC=99;AF=0.315;AN=314;BaseQRankSum=0.154;ClippingRankSum=-0.000;DP=6214;ExcessHet=26.1480;FS=0.000;InbreedingCoeff=-0.2286;MLEAC=98;MLEAF=0.312;MQ=41.96;MQRankSum=-4.952;QD=17.71;ReadPosRankSum=0.139;SOR=0.185","GT:AD:DP:GQ:PL"
"75","consensus_430",12,".","A","G",81189.5,".","AC=133;AF=0.421;AN=316;BaseQRankSum=2.849;ClippingRankSum=-0.011;DP=11816;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6858;MLEAC=133;MLEAF=0.421;MQ=31.18;MQRankSum=-97.964;QD=8.01;ReadPosRankSum=1.680;SOR=0.274","GT:AD:DP:GQ:PL"
"76","consensus_432",68,".","T","G",39706.2,".","AC=79;AF=0.256;AN=308;BaseQRankSum=-2.555;ClippingRankSum=0.000;DP=4671;ExcessHet=18.2006;FS=0.000;InbreedingCoeff=-0.1841;MLEAC=79;MLEAF=0.256;MQ=41.93;MQRankSum=-14.423;QD=17.69;ReadPosRankSum=-0.177;SOR=0.103","GT:AD:DP:GQ:PL"
"77","consensus_440",42,".","G","A",127670,".","AC=146;AF=0.462;AN=316;BaseQRankSum=-0.185;ClippingRankSum=-0.001;DP=9284;ExcessHet=165.0257;FS=0.000;InbreedingCoeff=-0.6439;MLEAC=146;MLEAF=0.462;MQ=41.96;MQRankSum=-6.799;QD=15.26;ReadPosRankSum=-0.512;SOR=0.390","GT:AD:DP:GQ:PL"
"78","consensus_446",73,".","T","G",22564.3,".","AC=128;AF=0.421;AN=304;BaseQRankSum=-2.151;ClippingRankSum=0.000;DP=2931;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.3706;MLEAC=127;MLEAF=0.418;MQ=29.40;MQRankSum=-50.340;QD=12.54;ReadPosRankSum=1.541;SOR=0.308","GT:AD:DP:GQ:PL"
"79","consensus_451",65,".","C","A",129763,".","AC=139;AF=0.440;AN=316;BaseQRankSum=-0.663;ClippingRankSum=-0.008;DP=19975;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7892;MLEAC=139;MLEAF=0.440;MQ=29.14;MQRankSum=-138.493;QD=6.79;ReadPosRankSum=3.233;SOR=0.202","GT:AD:DP:GQ:PL"
"80","consensus_455",48,".","G","T",84009.2,".","AC=159;AF=0.520;AN=306;BaseQRankSum=4.416;ClippingRankSum=0.000;DP=3872;ExcessHet=0.2751;FS=0.000;InbreedingCoeff=0.1021;MLEAC=158;MLEAF=0.516;MQ=41.82;MQRankSum=-11.186;QD=28.63;ReadPosRankSum=-0.906;SOR=0.801","GT:AD:DP:GQ:PL"
"81","consensus_469",27,".","G","T",46573.8,".","AC=75;AF=0.244;AN=308;BaseQRankSum=-1.527;ClippingRankSum=0.000;DP=5456;ExcessHet=14.2760;FS=0.000;InbreedingCoeff=-0.1454;MLEAC=75;MLEAF=0.244;MQ=41.39;MQRankSum=-14.520;QD=18.19;ReadPosRankSum=0.541;SOR=0.108","GT:AD:DP:GQ:PL"
"82","consensus_471",35,".","C","T",36320.9,".","AC=77;AF=0.258;AN=298;BaseQRankSum=-0.422;ClippingRankSum=0.000;DP=4612;ExcessHet=6.5615;FS=0.000;InbreedingCoeff=-0.0845;MLEAC=76;MLEAF=0.255;MQ=41.97;MQRankSum=-4.353;QD=14.16;ReadPosRankSum=0.444;SOR=0.089","GT:AD:DP:GQ:PL"
"83","consensus_478",77,".","T","G",54717.8,".","AC=79;AF=0.252;AN=314;BaseQRankSum=1.825;ClippingRankSum=-0.000;DP=6052;ExcessHet=37.5193;FS=0.000;InbreedingCoeff=-0.2611;MLEAC=79;MLEAF=0.252;MQ=41.96;MQRankSum=-3.188;QD=17.68;ReadPosRankSum=1.061;SOR=0.119","GT:AD:DP:GQ:PL"
"84","consensus_483",38,".","T","C",28749.8,".","AC=81;AF=0.263;AN=308;BaseQRankSum=2.334;ClippingRankSum=0.000;DP=5620;ExcessHet=15.5182;FS=0.000;InbreedingCoeff=-0.1587;MLEAC=81;MLEAF=0.263;MQ=34.09;MQRankSum=-65.161;QD=10.65;ReadPosRankSum=1.438;SOR=0.103","GT:AD:DP:GQ:PL"
"85","consensus_499",52,".","T","A",54896.2,".","AC=69;AF=0.218;AN=316;BaseQRankSum=-2.211;ClippingRankSum=-0.000;DP=6483;ExcessHet=24.4150;FS=0.000;InbreedingCoeff=-0.1977;MLEAC=69;MLEAF=0.218;MQ=41.92;MQRankSum=-15.670;QD=18.14;ReadPosRankSum=1.097;SOR=0.103","GT:AD:DP:GQ:PL"
"86","consensus_500",66,".","T","C",59750.4,".","AC=146;AF=0.483;AN=302;BaseQRankSum=3.038;ClippingRankSum=0.000;DP=3103;ExcessHet=0.0093;FS=0.000;InbreedingCoeff=0.1837;MLEAC=145;MLEAF=0.480;MQ=31.78;MQRankSum=-48.722;QD=28.63;ReadPosRankSum=1.968;SOR=0.575","GT:AD:DP:GQ:PL"
"87","consensus_505",74,".","G","A",28977.8,".","AC=72;AF=0.240;AN=300;BaseQRankSum=1.540;ClippingRankSum=0.000;DP=3512;ExcessHet=12.5434;FS=0.000;InbreedingCoeff=-0.1500;MLEAC=71;MLEAF=0.237;MQ=41.94;MQRankSum=-3.106;QD=17.35;ReadPosRankSum=2.059;SOR=0.106","GT:AD:DP:GQ:PL"
"88","consensus_513",57,".","G","A",141871,".","AC=158;AF=0.503;AN=314;BaseQRankSum=-1.221;ClippingRankSum=-0.002;DP=7985;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9068;MLEAC=158;MLEAF=0.503;MQ=41.96;MQRankSum=-6.181;QD=18.11;ReadPosRankSum=-0.233;SOR=0.748","GT:AD:DP:GQ:PL"
"89","consensus_525",29,".","A","C",183452,".","AC=154;AF=0.490;AN=314;BaseQRankSum=-0.477;ClippingRankSum=-0.001;DP=11274;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9119;MLEAC=154;MLEAF=0.490;MQ=41.94;MQRankSum=-7.088;QD=16.60;ReadPosRankSum=0.679;SOR=0.590","GT:AD:DP:GQ:PL"
"90","consensus_533",55,".","T","C",107.16,".","AC=9;AF=0.030;AN=302;BaseQRankSum=0.162;ClippingRankSum=0.000;DP=2704;ExcessHet=3.6740;FS=0.000;InbreedingCoeff=-0.0375;MLEAC=7;MLEAF=0.023;MQ=41.67;MQRankSum=-9.941;QD=9.74;ReadPosRankSum=-2.259;SOR=0.000","GT:AD:DP:GQ:PL"
"91","consensus_537",48,".","A","G",23427.2,".","AC=100;AF=0.333;AN=300;BaseQRankSum=1.364;ClippingRankSum=0.000;DP=3553;ExcessHet=0.0015;FS=0.000;InbreedingCoeff=0.2490;MLEAC=100;MLEAF=0.333;MQ=32.92;MQRankSum=-52.285;QD=11.58;ReadPosRankSum=-0.625;SOR=0.166","GT:AD:DP:GQ:PL"
"92","consensus_538",36,".","G","T",48796.8,".","AC=86;AF=0.277;AN=310;BaseQRankSum=4.436;ClippingRankSum=0.000;DP=5154;ExcessHet=7.3214;FS=0.000;InbreedingCoeff=-0.1226;MLEAC=83;MLEAF=0.268;MQ=41.88;MQRankSum=-16.458;QD=18.82;ReadPosRankSum=0.336;SOR=0.131","GT:AD:DP:GQ:PL"
"93","consensus_543",14,".","C","T",85695.9,".","AC=141;AF=0.446;AN=316;BaseQRankSum=1.981;ClippingRankSum=-0.000;DP=6246;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6983;MLEAC=141;MLEAF=0.446;MQ=41.86;MQRankSum=-12.717;QD=16.04;ReadPosRankSum=1.495;SOR=0.309","GT:AD:DP:GQ:PL"
"94","consensus_544",72,".","T","G",88490.2,".","AC=138;AF=0.448;AN=308;BaseQRankSum=-3.431;ClippingRankSum=0.000;DP=5292;ExcessHet=1.1828;FS=0.000;InbreedingCoeff=0.0464;MLEAC=138;MLEAF=0.448;MQ=41.87;MQRankSum=-13.337;QD=23.81;ReadPosRankSum=2.508;SOR=0.544","GT:AD:DP:GQ:PL"
"95","consensus_545",17,".","A","T",39224.7,".","AC=143;AF=0.490;AN=292;BaseQRankSum=1.546;ClippingRankSum=0.000;DP=2636;ExcessHet=37.8166;FS=0.000;InbreedingCoeff=-0.3500;MLEAC=142;MLEAF=0.486;MQ=41.88;MQRankSum=-10.259;QD=17.56;ReadPosRankSum=0.090;SOR=0.444","GT:AD:DP:GQ:PL"
"96","consensus_547",62,".","G","A",20513.1,".","AC=68;AF=0.224;AN=304;BaseQRankSum=-5.245;ClippingRankSum=-0.000;DP=6006;ExcessHet=18.2808;FS=0.000;InbreedingCoeff=-0.1942;MLEAC=68;MLEAF=0.224;MQ=24.74;MQRankSum=31.151;QD=5.12;ReadPosRankSum=-1.066;SOR=0.072","GT:AD:DP:GQ:PL"
"97","consensus_549",48,".","G","A",50730.3,".","AC=77;AF=0.255;AN=302;BaseQRankSum=-0.122;ClippingRankSum=0.000;DP=4781;ExcessHet=22.3963;FS=0.000;InbreedingCoeff=-0.2132;MLEAC=78;MLEAF=0.258;MQ=41.90;MQRankSum=-15.954;QD=20.24;ReadPosRankSum=-1.061;SOR=0.136","GT:AD:DP:GQ:PL"
"98","consensus_552",37,".","T","C",27390.6,".","AC=88;AF=0.301;AN=292;BaseQRankSum=0.692;ClippingRankSum=0.000;DP=2656;ExcessHet=0.0557;FS=0.000;InbreedingCoeff=0.1128;MLEAC=83;MLEAF=0.284;MQ=41.95;MQRankSum=-3.225;QD=22.34;ReadPosRankSum=0.449;SOR=0.156","GT:AD:DP:GQ:PL"
"99","consensus_564",37,".","A","C",93361.8,".","AC=155;AF=0.494;AN=314;BaseQRankSum=-1.523;ClippingRankSum=0.000;DP=5209;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6989;MLEAC=155;MLEAF=0.494;MQ=41.96;MQRankSum=-5.113;QD=20.31;ReadPosRankSum=1.134;SOR=0.704","GT:AD:DP:GQ:PL"
"100","consensus_578",13,".","G","A",25303.1,".","AC=76;AF=0.247;AN=308;BaseQRankSum=4.560;ClippingRankSum=0.000;DP=5757;ExcessHet=20.3288;FS=0.000;InbreedingCoeff=-0.2047;MLEAC=75;MLEAF=0.244;MQ=32.70;MQRankSum=-64.268;QD=9.38;ReadPosRankSum=-1.684;SOR=0.062","GT:AD:DP:GQ:PL"
"101","consensus_581",37,".","T","G",33655.7,".","AC=112;AF=0.366;AN=306;BaseQRankSum=2.249;ClippingRankSum=0.000;DP=4263;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.4059;MLEAC=111;MLEAF=0.363;MQ=33.07;MQRankSum=-57.161;QD=15.84;ReadPosRankSum=-0.233;SOR=0.191","GT:AD:DP:GQ:PL"
"102","consensus_582",88,".","A","C",197.44,".","AC=11;AF=0.035;AN=314;BaseQRankSum=-3.957;ClippingRankSum=-0.001;DP=11291;ExcessHet=3.7975;FS=0.000;InbreedingCoeff=-0.0378;MLEAC=6;MLEAF=0.019;MQ=41.96;MQRankSum=-10.835;QD=0.56;ReadPosRankSum=-9.663;SOR=0.006","GT:AD:DP:GQ:PL"
"103","consensus_584",42,".","A","G",227849,".","AC=157;AF=0.497;AN=316;BaseQRankSum=-1.905;ClippingRankSum=-0.011;DP=14546;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.9835;MLEAC=157;MLEAF=0.497;MQ=41.86;MQRankSum=-22.849;QD=15.80;ReadPosRankSum=-0.251;SOR=0.537","GT:AD:DP:GQ:PL"
"104","consensus_585",72,".","T","C",26998.5,".","AC=69;AF=0.225;AN=306;BaseQRankSum=-0.275;ClippingRankSum=0.000;DP=3808;ExcessHet=1.3802;FS=0.000;InbreedingCoeff=0.0124;MLEAC=67;MLEAF=0.219;MQ=41.96;MQRankSum=-2.312;QD=19.76;ReadPosRankSum=-0.197;SOR=0.063","GT:AD:DP:GQ:PL"
"105","consensus_593",70,".","G","A",29678.1,".","AC=88;AF=0.314;AN=280;BaseQRankSum=1.087;ClippingRankSum=0.000;DP=4380;ExcessHet=0.9100;FS=0.000;InbreedingCoeff=0.0536;MLEAC=88;MLEAF=0.314;MQ=29.84;MQRankSum=-61.153;QD=11.12;ReadPosRankSum=0.384;SOR=0.229","GT:AD:DP:GQ:PL"
"106","consensus_596",75,".","C","G",55580.6,".","AC=68;AF=0.219;AN=310;BaseQRankSum=0.549;ClippingRankSum=-0.001;DP=6936;ExcessHet=9.1440;FS=0.000;InbreedingCoeff=-0.1017;MLEAC=69;MLEAF=0.223;MQ=41.97;MQRankSum=-3.932;QD=17.80;ReadPosRankSum=2.190;SOR=0.088","GT:AD:DP:GQ:PL"
"107","consensus_608",52,".","C","T",64547,".","AC=153;AF=0.497;AN=308;BaseQRankSum=3.299;ClippingRankSum=0.000;DP=5168;ExcessHet=0.0337;FS=0.000;InbreedingCoeff=0.1865;MLEAC=154;MLEAF=0.500;MQ=30.58;MQRankSum=-67.680;QD=17.23;ReadPosRankSum=1.978;SOR=0.614","GT:AD:DP:GQ:PL"
"108","consensus_609",24,".","C","T",88346.6,".","AC=105;AF=0.334;AN=314;BaseQRankSum=1.805;ClippingRankSum=-0.003;DP=12147;ExcessHet=121.4300;FS=0.000;InbreedingCoeff=-0.5051;MLEAC=105;MLEAF=0.334;MQ=41.95;MQRankSum=-5.337;QD=10.52;ReadPosRankSum=-1.607;SOR=0.088","GT:AD:DP:GQ:PL"
"109","consensus_614",60,".","C","T",36366.7,".","AC=77;AF=0.252;AN=306;BaseQRankSum=-3.632;ClippingRankSum=0.000;DP=4418;ExcessHet=16.4298;FS=0.000;InbreedingCoeff=-0.1756;MLEAC=78;MLEAF=0.255;MQ=41.96;MQRankSum=-4.782;QD=17.40;ReadPosRankSum=-0.944;SOR=0.095","GT:AD:DP:GQ:PL"
"110","consensus_620",67,".","A","C",93.81,".","AC=11;AF=0.036;AN=302;BaseQRankSum=-19.433;ClippingRankSum=0.000;DP=4180;ExcessHet=0.0006;FS=0.000;InbreedingCoeff=0.2620;MLEAC=5;MLEAF=0.017;MQ=41.97;MQRankSum=-5.465;QD=1.91;ReadPosRankSum=-5.829;SOR=0.000","GT:AD:DP:GQ:PL"
"111","consensus_625",29,".","T","A",106404,".","AC=153;AF=0.500;AN=306;BaseQRankSum=0.095;ClippingRankSum=0.000;DP=5584;ExcessHet=148.4242;FS=0.000;InbreedingCoeff=-0.6328;MLEAC=153;MLEAF=0.500;MQ=32.98;MQRankSum=-66.403;QD=21.83;ReadPosRankSum=0.188;SOR=0.630","GT:AD:DP:GQ:PL"
"112","consensus_636",34,".","A","G",36512.9,".","AC=85;AF=0.276;AN=308;BaseQRankSum=1.309;ClippingRankSum=-0.001;DP=6851;ExcessHet=19.7829;FS=0.000;InbreedingCoeff=-0.1937;MLEAC=84;MLEAF=0.273;MQ=37.75;MQRankSum=-82.193;QD=9.75;ReadPosRankSum=1.583;SOR=0.123","GT:AD:DP:GQ:PL"
"113","consensus_649",53,".","T","A",101377,".","AC=148;AF=0.471;AN=314;BaseQRankSum=-3.899;ClippingRankSum=-0.000;DP=5958;ExcessHet=0.2144;FS=0.000;InbreedingCoeff=0.1285;MLEAC=148;MLEAF=0.471;MQ=41.95;MQRankSum=-4.496;QD=23.35;ReadPosRankSum=0.044;SOR=0.562","GT:AD:DP:GQ:PL"
"114","consensus_659",55,".","G","C",57327.4,".","AC=77;AF=0.250;AN=308;BaseQRankSum=7.451;ClippingRankSum=-0.001;DP=6804;ExcessHet=21.4415;FS=0.000;InbreedingCoeff=-0.1996;MLEAC=77;MLEAF=0.250;MQ=41.92;MQRankSum=-5.205;QD=17.75;ReadPosRankSum=-1.557;SOR=0.102","GT:AD:DP:GQ:PL"
"115","consensus_668",29,".","C","T",93229.9,".","AC=86;AF=0.277;AN=310;BaseQRankSum=-0.111;ClippingRankSum=-0.001;DP=7021;ExcessHet=26.1686;FS=0.000;InbreedingCoeff=-0.2163;MLEAC=86;MLEAF=0.277;MQ=41.88;MQRankSum=-17.537;QD=24.22;ReadPosRankSum=0.052;SOR=0.228","GT:AD:DP:GQ:PL"
"116","consensus_675",33,".","G","T",104263,".","AC=147;AF=0.471;AN=312;BaseQRankSum=0.862;ClippingRankSum=-0.000;DP=5968;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.6963;MLEAC=147;MLEAF=0.471;MQ=41.87;MQRankSum=-2.871;QD=19.83;ReadPosRankSum=0.137;SOR=0.653","GT:AD:DP:GQ:PL"
"117","consensus_680",45,".","T","C",15272.6,".","AC=61;AF=0.205;AN=298;BaseQRankSum=0.010;ClippingRankSum=0.000;DP=2098;ExcessHet=3.1923;FS=0.000;InbreedingCoeff=-0.0377;MLEAC=61;MLEAF=0.205;MQ=41.98;MQRankSum=-2.733;QD=19.31;ReadPosRankSum=-1.037;SOR=0.069","GT:AD:DP:GQ:PL"
"118","consensus_686",74,".","C","T",45672.6,".","AC=74;AF=0.236;AN=314;BaseQRankSum=-5.023;ClippingRankSum=-0.001;DP=7279;ExcessHet=12.7407;FS=0.000;InbreedingCoeff=-0.1366;MLEAC=74;MLEAF=0.236;MQ=34.63;MQRankSum=-66.356;QD=14.36;ReadPosRankSum=0.651;SOR=0.071","GT:AD:DP:GQ:PL"
"119","consensus_687",63,".","G","T",72412.4,".","AC=145;AF=0.465;AN=312;BaseQRankSum=-6.374;ClippingRankSum=0.000;DP=4199;ExcessHet=0.0018;FS=0.000;InbreedingCoeff=0.2513;MLEAC=145;MLEAF=0.465;MQ=41.97;MQRankSum=-4.491;QD=25.57;ReadPosRankSum=0.010;SOR=0.580","GT:AD:DP:GQ:PL"
"120","consensus_690",61,".","A","G",44098.2,".","AC=98;AF=0.329;AN=298;BaseQRankSum=-4.145;ClippingRankSum=0.000;DP=3916;ExcessHet=0.0002;FS=0.000;InbreedingCoeff=0.2917;MLEAC=97;MLEAF=0.326;MQ=41.91;MQRankSum=-5.236;QD=20.60;ReadPosRankSum=-1.337;SOR=0.207","GT:AD:DP:GQ:PL"
"121","consensus_692",63,".","T","A",42226.3,".","AC=73;AF=0.234;AN=312;BaseQRankSum=-6.242;ClippingRankSum=0.000;DP=5561;ExcessHet=22.4897;FS=0.000;InbreedingCoeff=-0.1914;MLEAC=73;MLEAF=0.234;MQ=41.93;MQRankSum=-3.859;QD=17.19;ReadPosRankSum=2.341;SOR=0.080","GT:AD:DP:GQ:PL"
"122","consensus_697",72,".","T","G",119146,".","AC=160;AF=0.513;AN=312;BaseQRankSum=-3.224;ClippingRankSum=-0.000;DP=5998;ExcessHet=2.9022;FS=0.000;InbreedingCoeff=-0.0122;MLEAC=159;MLEAF=0.510;MQ=41.85;MQRankSum=-14.085;QD=24.84;ReadPosRankSum=2.482;SOR=0.661","GT:AD:DP:GQ:PL"
"123","consensus_702",60,".","A","T",30147.2,".","AC=82;AF=0.268;AN=306;BaseQRankSum=-0.429;ClippingRankSum=0.000;DP=3722;ExcessHet=2.8097;FS=0.000;InbreedingCoeff=-0.0228;MLEAC=82;MLEAF=0.268;MQ=35.77;MQRankSum=-51.857;QD=15.90;ReadPosRankSum=0.350;SOR=0.182","GT:AD:DP:GQ:PL"
"124","consensus_710",27,".","G","A",61297.1,".","AC=93;AF=0.302;AN=308;BaseQRankSum=3.506;ClippingRankSum=0.000;DP=5566;ExcessHet=4.3675;FS=0.000;InbreedingCoeff=-0.0576;MLEAC=92;MLEAF=0.299;MQ=41.92;MQRankSum=-7.181;QD=21.58;ReadPosRankSum=1.878;SOR=0.188","GT:AD:DP:GQ:PL"
"125","consensus_712",86,".","C","A",83723.4,".","AC=153;AF=0.494;AN=310;BaseQRankSum=0.372;ClippingRankSum=-0.001;DP=6681;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8677;MLEAC=153;MLEAF=0.494;MQ=38.54;MQRankSum=-78.224;QD=13.00;ReadPosRankSum=-79.486;SOR=0.489","GT:AD:DP:GQ:PL"
"126","consensus_713",73,".","C","T",41377.4,".","AC=85;AF=0.272;AN=312;BaseQRankSum=-0.663;ClippingRankSum=-0.000;DP=6057;ExcessHet=19.1097;FS=0.000;InbreedingCoeff=-0.1839;MLEAC=85;MLEAF=0.272;MQ=33.73;MQRankSum=-67.547;QD=13.12;ReadPosRankSum=1.112;SOR=0.140","GT:AD:DP:GQ:PL"
"127","consensus_714",53,".","A","C",34547.7,".","AC=65;AF=0.208;AN=312;BaseQRankSum=-0.347;ClippingRankSum=-0.003;DP=8007;ExcessHet=39.9332;FS=0.000;InbreedingCoeff=-0.2666;MLEAC=65;MLEAF=0.208;MQ=41.92;MQRankSum=-14.985;QD=9.41;ReadPosRankSum=-0.832;SOR=0.022","GT:AD:DP:GQ:PL"
"128","consensus_722",34,".","T","G",33747.3,".","AC=87;AF=0.288;AN=302;BaseQRankSum=-0.892;ClippingRankSum=0.000;DP=3489;ExcessHet=7.6466;FS=0.000;InbreedingCoeff=-0.0884;MLEAC=87;MLEAF=0.288;MQ=41.88;MQRankSum=-13.436;QD=18.55;ReadPosRankSum=-0.977;SOR=0.142","GT:AD:DP:GQ:PL"
"129","consensus_723",83,".","G","A",30303.2,".","AC=81;AF=0.260;AN=312;BaseQRankSum=0.135;ClippingRankSum=0.000;DP=5579;ExcessHet=14.9751;FS=0.000;InbreedingCoeff=-0.1589;MLEAC=81;MLEAF=0.260;MQ=30.46;MQRankSum=-67.288;QD=10.72;ReadPosRankSum=2.030;SOR=0.137","GT:AD:DP:GQ:PL"
"130","consensus_726",11,".","G","A",230.06,".","AC=50;AF=0.192;AN=260;BaseQRankSum=-17.723;ClippingRankSum=0.000;DP=1569;ExcessHet=0.0000;FS=0.000;InbreedingCoeff=0.6363;MLEAC=25;MLEAF=0.096;MQ=35.73;MQRankSum=-21.527;QD=5.90;ReadPosRankSum=-1.859;SOR=0.002","GT:AD:DP:GQ:PL"
"131","consensus_728",76,".","G","T",66157.5,".","AC=87;AF=0.282;AN=308;BaseQRankSum=2.714;ClippingRankSum=-0.000;DP=5890;ExcessHet=42.7232;FS=0.000;InbreedingCoeff=-0.3023;MLEAC=86;MLEAF=0.279;MQ=41.85;MQRankSum=-15.856;QD=21.01;ReadPosRankSum=0.988;SOR=0.155","GT:AD:DP:GQ:PL"
"132","consensus_735",37,".","C","T",114874,".","AC=145;AF=0.459;AN=316;BaseQRankSum=2.265;ClippingRankSum=-0.002;DP=9776;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7996;MLEAC=145;MLEAF=0.459;MQ=41.95;MQRankSum=-5.971;QD=13.08;ReadPosRankSum=0.875;SOR=0.267","GT:AD:DP:GQ:PL"
"133","consensus_736",78,".","A","G",53504.1,".","AC=76;AF=0.242;AN=314;BaseQRankSum=1.608;ClippingRankSum=-0.000;DP=5918;ExcessHet=19.4757;FS=0.000;InbreedingCoeff=-0.1649;MLEAC=76;MLEAF=0.242;MQ=41.94;MQRankSum=-6.725;QD=18.03;ReadPosRankSum=-1.925;SOR=0.120","GT:AD:DP:GQ:PL"
"134","consensus_740",16,".","T","C",150728,".","AC=147;AF=0.465;AN=316;BaseQRankSum=2.954;ClippingRankSum=-0.002;DP=11923;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.7678;MLEAC=147;MLEAF=0.465;MQ=41.88;MQRankSum=-19.045;QD=13.80;ReadPosRankSum=1.287;SOR=0.315","GT:AD:DP:GQ:PL"
"135","consensus_756",59,".","G","T",31378.6,".","AC=74;AF=0.237;AN=312;BaseQRankSum=0.798;ClippingRankSum=0.000;DP=5278;ExcessHet=17.6949;FS=0.000;InbreedingCoeff=-0.1770;MLEAC=75;MLEAF=0.240;MQ=34.12;MQRankSum=-59.512;QD=12.73;ReadPosRankSum=1.175;SOR=0.098","GT:AD:DP:GQ:PL"
"136","consensus_758",32,".","G","T",25649.7,".","AC=72;AF=0.234;AN=308;BaseQRankSum=1.053;ClippingRankSum=0.000;DP=3365;ExcessHet=5.8613;FS=0.000;InbreedingCoeff=-0.0652;MLEAC=72;MLEAF=0.234;MQ=41.96;MQRankSum=-5.451;QD=18.43;ReadPosRankSum=-0.659;SOR=0.078","GT:AD:DP:GQ:PL"
"137","consensus_759",39,".","G","A",88878.5,".","AC=156;AF=0.494;AN=316;BaseQRankSum=6.394;ClippingRankSum=-0.002;DP=10107;ExcessHet=160.0000;FS=0.000;InbreedingCoeff=-0.8572;MLEAC=157;MLEAF=0.497;MQ=29.59;MQRankSum=-97.001;QD=9.02;ReadPosRankSum=3.208;SOR=0.545","GT:AD:DP:GQ:PL"
"138","consensus_761",32,".","A","C",31720.5,".","AC=67;AF=0.218;AN=308;BaseQRankSum=0.220;ClippingRankSum=0.000;DP=4009;ExcessHet=8.1300;FS=0.000;InbreedingCoeff=-0.0978;MLEAC=67;MLEAF=0.218;MQ=41.96;MQRankSum=-5.803;QD=19.01;ReadPosRankSum=0.275;SOR=0.086","GT:AD:DP:GQ:PL"
"139","consensus_763",40,".","C","G",76392.9,".","AC=150;AF=0.487;AN=308;BaseQRankSum=-3.936;ClippingRankSum=0.000;DP=4556;ExcessHet=144.9515;FS=0.000;InbreedingCoeff=-0.6170;MLEAC=150;MLEAF=0.487;MQ=41.95;MQRankSum=-3.544;QD=19.09;ReadPosRankSum=-0.655;SOR=0.619","GT:AD:DP:GQ:PL"
"140","consensus_765",26,".","G","T",51101.8,".","AC=73;AF=0.237;AN=308;BaseQRankSum=-1.079;ClippingRankSum=-0.000;DP=6181;ExcessHet=17.2107;FS=0.000;InbreedingCoeff=-0.1751;MLEAC=72;MLEAF=0.234;MQ=41.91;MQRankSum=-7.460;QD=17.66;ReadPosRankSum=0.100;SOR=0.099","GT:AD:DP:GQ:PL"
"141","consensus_768",14,".","C","G",37331.3,".","AC=66;AF=0.214;AN=308;BaseQRankSum=-3.035;ClippingRankSum=0.000;DP=4755;ExcessHet=30.4294;FS=0.000;InbreedingCoeff=-0.2386;MLEAC=66;MLEAF=0.214;MQ=41.92;MQRankSum=-13.951;QD=18.05;ReadPosRankSum=0.127;SOR=0.086","GT:AD:DP:GQ:PL"
"142","consensus_770",45,".","G","C",43000,".","AC=84;AF=0.271;AN=310;BaseQRankSum=-0.099;ClippingRankSum=0.000;DP=4568;ExcessHet=10.3252;FS=0.000;InbreedingCoeff=-0.1173;MLEAC=83;MLEAF=0.268;MQ=41.77;MQRankSum=1.570;QD=19.48;ReadPosRankSum=-1.040;SOR=0.128","GT:AD:DP:GQ:PL"
"143","consensus_771",19,".","A","G",63705.4,".","AC=92;AF=0.291;AN=316;BaseQRankSum=-0.540;ClippingRankSum=-0.000;DP=5820;ExcessHet=49.2023;FS=0.000;InbreedingCoeff=-0.3221;MLEAC=92;MLEAF=0.291;MQ=41.89;MQRankSum=-3.579;QD=17.60;ReadPosRankSum=0.070;SOR=0.198","GT:AD:DP:GQ:PL"
"144","consensus_773",31,".","G","C",171.41,".","AC=10;AF=0.034;AN=290;BaseQRankSum=-1.443;ClippingRankSum=0.000;DP=1652;ExcessHet=0.3517;FS=0.000;InbreedingCoeff=0.0260;MLEAC=9;MLEAF=0.031;MQ=31.32;MQRankSum=15.903;QD=8.57;ReadPosRankSum=0.102;SOR=0.000","GT:AD:DP:GQ:PL"
